Entity,Code,Year,Fixed telephone subscriptions (per 100 people),"GDP per capita, PPP (constant 2017 international $)","Total population (Gapminder, HYDE & UN)",Continent
Ethiopia,ETH,1978,0.174522621,,33993301,
Ethiopia,ETH,1979,0.177352576,,34487806,
Ethiopia,ETH,1980,0.182304721,,35141703,
Ethiopia,ETH,1981,0.19117105,,35984531,
Ethiopia,ETH,1982,0.201544804,,36995246,
Ethiopia,ETH,1983,0.219696186,,38142679,
Ethiopia,ETH,1984,0.228179016,,39374346,
Ethiopia,ETH,1985,0.235099549,,40652146,
Ethiopia,ETH,1986,0.245881797,,41965696,
Ethiopia,ETH,1987,0.244940881,,43329238,
Ethiopia,ETH,1988,0.236799873,,44757205,
Ethiopia,ETH,1989,0.250350647,,46272308,
Ethiopia,ETH,1990,0.261857571,767.0135653,47887864,
Ethiopia,ETH,1991,0.268274709,687.5431513,49609976,
Ethiopia,ETH,1992,0.24704812,605.7706676,51423591,
Ethiopia,ETH,1993,0.248572273,661.3124464,53295556,
Ethiopia,ETH,1994,0.249598603,659.0914013,55180993,
Ethiopia,ETH,1995,0.249705914,676.5866588,57047906,
Ethiopia,ETH,1996,0.252598647,736.9477942,58883531,
Ethiopia,ETH,1997,0.257898838,737.3295543,60697443,
Ethiopia,ETH,1998,0.262591548,691.2163745,62507724,
Ethiopia,ETH,1999,0.302276799,706.1643402,64343008,
Ethiopia,ETH,2000,0.350238862,727.7666847,66224808,
Ethiopia,ETH,2001,0.416205108,765.8093799,68159422,
Ethiopia,ETH,2002,0.504427506,755.4346892,70142090,
Ethiopia,ETH,2003,0.560879485,718.3330239,72170581,
Ethiopia,ETH,2004,0.652439695,793.0937535,74239508,
Ethiopia,ETH,2005,0.799445307,862.3553419,76346310,
Ethiopia,ETH,2006,0.923752497,929.6944434,78489205,
Ethiopia,ETH,2007,1.090914302,1008.135323,80674343,
Ethiopia,ETH,2008,1.08216081,1086.699475,82916236,
Ethiopia,ETH,2009,1.073584408,1150.206044,85233923,
Ethiopia,ETH,2010,1.037063411,1259.022581,87639962,
Ethiopia,ETH,2011,0.919690096,1360.938522,90139928,
Ethiopia,ETH,2012,0.860052767,1437.376607,92726982,
Ethiopia,ETH,2013,0.798284457,1545.177956,95385793,
Ethiopia,ETH,2014,0.835930622,1656.634489,98094264,
Ethiopia,ETH,2015,0.883262711,1779.084111,100835453,Africa
Ethiopia,ETH,2016,1.107105861,1894.897364,103603461,
Ethiopia,ETH,2017,1.109963199,2021.562908,106399926,
Ethiopia,ETH,2018,,2103.515858,109224410,
Ethiopia,ETH,2019,,2221.404665,112078727,
Ethiopia,ETH,2020,,2296.827352,114963583,
Ethiopia,ETH,2021,,,117876226,
Euro area,,1960,5.020314331,,,
Euro area,,1961,5.027126818,,,
Euro area,,1962,5.028088584,,,
Euro area,,1963,5.029173682,,,
Euro area,,1964,5.030433511,,,
Euro area,,1965,7.138970286,,,
Euro area,,1966,7.145650334,,,
Euro area,,1967,7.14634376,,,
Euro area,,1968,7.147081945,,,
Euro area,,1969,7.147620077,,,
Euro area,,1970,10.59773292,,,
Euro area,,1971,10.60466058,,,
Euro area,,1972,10.60135316,,,
Euro area,,1973,10.59719619,,,
Euro area,,1974,10.5926531,,,
Euro area,,1975,15.81086159,,,
Euro area,,1976,17.26430426,,,
Euro area,,1977,18.96259324,,,
Euro area,,1978,20.7937471,,,
Euro area,,1979,22.65792939,,,
Euro area,,1980,24.51697967,,,
Euro area,,1981,26.21409983,,,
Euro area,,1982,27.71780782,,,
Euro area,,1983,29.13734656,,,
Euro area,,1984,30.53349763,,,
Euro area,,1985,31.70209045,,,
Euro area,,1986,33.04670326,,,
Euro area,,1987,34.27693531,,,
Euro area,,1988,35.70232009,,,
Euro area,,1989,37.37913483,,,
Euro area,,1990,39.5018457,32667.59556,,
Euro area,,1991,41.11533447,33398.04437,,
Euro area,,1992,42.69421262,33711.06071,,
Euro area,,1993,43.98723639,33342.06861,,
Euro area,,1994,45.32050215,34057.84131,,
Euro area,,1995,47.04303064,34799.01435,,
Euro area,,1996,48.35786687,35306.00505,,
Euro area,,1997,49.61111604,36185.95946,,
Euro area,,1998,50.67431394,37208.41367,,
Euro area,,1999,51.53180579,38202.84336,,
Euro area,,2000,52.66323794,39554.48441,,
Euro area,,2001,52.7523765,40285.925,,
Euro area,,2002,52.81084613,40489.24898,,
Euro area,,2003,52.24308401,40577.49113,,
Euro area,,2004,51.78447933,41289.81946,,
Euro area,,2005,51.6126444,41785.78421,,
Euro area,,2006,51.87203448,42951.0363,,
Euro area,,2007,49.99027132,44025.81545,,
Euro area,,2008,48.82666932,43992.92522,,
Euro area,,2009,51.60789303,41844.94856,,
Euro area,,2010,51.00282059,42620.98865,,
Euro area,,2011,49.95135607,43397.64748,,
Euro area,,2012,48.82569124,42892.32298,,
Euro area,,2013,47.69733779,42629.97396,,
Euro area,,2014,46.70615912,43078.25726,,
Euro area,,2015,45.99654411,43835.85231,,
Euro area,,2016,45.80212731,44528.16194,,
Euro area,,2017,45.38586076,45589.71215,,
Euro area,,2018,44.15123222,46349.21517,,
Euro area,,2019,42.83141922,46913.55002,,
Euro area,,2020,,43681.03717,,
Europe,,1900,,,406629896,
Europe,,1901,,,410117085,
Europe,,1902,,,413688564,
Europe,,1903,,,417330587,
Europe,,1904,,,421010166,
Europe,,1905,,,424727733,
Europe,,1906,,,428482719,
Europe,,1907,,,432278569,
Europe,,1908,,,436112732,
Europe,,1909,,,439414124,
Europe,,1910,,,442200578,
Europe,,1911,,,444373917,
Europe,,1912,,,446048921,
Europe,,1913,,,447186295,
Europe,,1914,,,448347652,
Europe,,1915,,,449475992,
Europe,,1916,,,450563315,
Europe,,1917,,,451646629,
Europe,,1918,,,452735659,
Europe,,1919,,,454293081,
Europe,,1920,,,456440497,
Europe,,1921,,,458944944,
Europe,,1922,,,461995358,
Europe,,1923,,,465460151,
Europe,,1924,,,468963376,
Europe,,1925,,,472522223,
Europe,,1926,,,476105901,
Europe,,1927,,,479713624,
Europe,,1928,,,483365625,
Europe,,1929,,,486994645,
Europe,,1930,,,490628405,
Europe,,1931,,,494191548,
Europe,,1932,,,497747399,
Europe,,1933,,,501267150,
Europe,,1934,,,504812851,
Europe,,1935,,,508382799,
Europe,,1936,,,511978332,
Europe,,1937,,,515602758,
Europe,,1938,,,519232424,
Europe,,1939,,,522824630,
Europe,,1940,,,525992802,
Europe,,1941,,,528740902,
Europe,,1942,,,531196939,
Europe,,1943,,,533432475,
Europe,,1944,,,535796884,
Europe,,1945,,,537707230,
Europe,,1946,,,538899589,
Europe,,1947,,,540540048,
Europe,,1948,,,543024166,
Europe,,1949,,,545975196,
Europe,,1950,,,549824305,
Europe,,1951,,,554824889,
Europe,,1952,,,560200992,
Europe,,1953,,,565795393,
Europe,,1954,,,571490925,
Europe,,1955,,,577208734,
Europe,,1956,,,582910886,
Europe,,1957,,,588597687,
Europe,,1958,,,594302253,
Europe,,1959,,,600080197,
Europe,,1960,,,605981484,
Europe,,1961,,,612010436,
Europe,,1962,,,618113865,
Europe,,1963,,,624153050,
Europe,,1964,,,629945794,
Europe,,1965,,,635364163,
Europe,,1966,,,640347254,
Europe,,1967,,,644936792,
Europe,,1968,,,649234616,
Europe,,1969,,,653395774,
Europe,,1970,,,657534752,
Europe,,1971,,,661676963,
Europe,,1972,,,665791511,
Europe,,1973,,,669843077,
Europe,,1974,,,673774561,
Europe,,1975,,,677545210,
Europe,,1976,,,681155180,
Europe,,1977,,,684625058,
Europe,,1978,,,687959112,
Europe,,1979,,,691165026,
Europe,,1980,,,694253884,
Europe,,1981,,,697202619,
Europe,,1982,,,700021734,
Europe,,1983,,,702764499,
Europe,,1984,,,705505195,
Europe,,1985,,,708287880,
Europe,,1986,,,711134461,
Europe,,1987,,,714002661,
Europe,,1988,,,716793138,
Europe,,1989,,,719368319,
Europe,,1990,,,721627205,
Europe,,1991,,,723558978,
Europe,,1992,,,725190636,
Europe,,1993,,,726475543,
Europe,,1994,,,727366460,
Europe,,1995,,,727849824,
Europe,,1996,,,727893714,
Europe,,1997,,,727560614,
Europe,,1998,,,727050549,
Europe,,1999,,,726631490,
Europe,,2000,,,726503736,
Europe,,2001,,,726734626,
Europe,,2002,,,727291447,
Europe,,2003,,,728130218,
Europe,,2004,,,729162659,
Europe,,2005,,,730317947,
Europe,,2006,,,731594768,
Europe,,2007,,,733004672,
Europe,,2008,,,734500455,
Europe,,2009,,,736023880,
Europe,,2010,,,737528015,
Europe,,2011,,,738977880,
Europe,,2012,,,740362612,
Europe,,2013,,,741688141,
Europe,,2014,,,742972976,
Europe,,2015,,,744222365,
Europe,,2016,,,745441379,
Europe,,2017,,,746596841,
Europe,,2018,,,747608696,
Europe,,2019,,,748381389,
Europe,,2020,,,748843405,
Europe,,2021,,,748962983,
Europe & Central Asia,,1960,5.453670933,,,
Europe & Central Asia,,1961,5.450758309,,,
Europe & Central Asia,,1962,5.444707923,,,
Europe & Central Asia,,1963,5.43938147,,,
Europe & Central Asia,,1964,5.434491378,,,
Europe & Central Asia,,1965,7.090959452,,,
Europe & Central Asia,,1966,7.087558728,,,
Europe & Central Asia,,1967,7.07986815,,,
Europe & Central Asia,,1968,7.071544821,,,
Europe & Central Asia,,1969,7.062228217,,,
Europe & Central Asia,,1970,9.841047727,,,
Europe & Central Asia,,1971,9.82971475,,,
Europe & Central Asia,,1972,9.811300804,,,
Europe & Central Asia,,1973,9.791250093,,,
Europe & Central Asia,,1974,9.769928831,,,
Europe & Central Asia,,1975,11.42886473,,,
Europe & Central Asia,,1976,12.3125933,,,
Europe & Central Asia,,1977,13.4144677,,,
Europe & Central Asia,,1978,14.50961811,,,
Europe & Central Asia,,1979,15.44791848,,,
Europe & Central Asia,,1980,16.43752739,,,
Europe & Central Asia,,1981,17.45790817,,,
Europe & Central Asia,,1982,18.28385202,,,
Europe & Central Asia,,1983,19.11100818,,,
Europe & Central Asia,,1984,19.96421364,,,
Europe & Central Asia,,1985,20.75764131,,,
Europe & Central Asia,,1986,21.609115,,,
Europe & Central Asia,,1987,22.54730877,,,
Europe & Central Asia,,1988,23.64685552,,,
Europe & Central Asia,,1989,24.82319835,,,
Europe & Central Asia,,1990,26.15405561,23462.12327,,
Europe & Central Asia,,1991,27.31681006,23197.74346,,
Europe & Central Asia,,1992,28.28621412,22591.43719,,
Europe & Central Asia,,1993,29.34331229,22120.66868,,
Europe & Central Asia,,1994,30.37387995,21933.67763,,
Europe & Central Asia,,1995,31.63526467,22252.50746,,
Europe & Central Asia,,1996,32.91027749,22548.41638,,
Europe & Central Asia,,1997,34.34105871,23167.8398,,
Europe & Central Asia,,1998,35.48685206,23634.41431,,
Europe & Central Asia,,1999,36.59206782,24277.68557,,
Europe & Central Asia,,2000,37.64281516,25379.46862,,
Europe & Central Asia,,2001,37.98763021,25975.72138,,
Europe & Central Asia,,2002,38.38990822,26473.81401,,
Europe & Central Asia,,2003,38.33272132,27053.55706,,
Europe & Central Asia,,2004,38.52288667,28018.60973,,
Europe & Central Asia,,2005,38.25336595,28841.19423,,
Europe & Central Asia,,2006,38.95742718,30057.75702,,
Europe & Central Asia,,2007,37.92011477,31228.86654,,
Europe & Central Asia,,2008,37.42295664,31588.75566,,
Europe & Central Asia,,2009,38.11602571,29990.44557,,
Europe & Central Asia,,2010,37.54185886,30736.28696,,
Europe & Central Asia,,2011,36.79805131,31513.757,,
Europe & Central Asia,,2012,35.62940864,31601.22121,,
Europe & Central Asia,,2013,35.00711022,31835.93011,,
Europe & Central Asia,,2014,34.16000055,32256.10363,,
Europe & Central Asia,,2015,32.93765019,32681.35515,,
Europe & Central Asia,,2016,31.94773376,33142.43704,,
Europe & Central Asia,,2017,31.13815775,33998.14613,,
Europe & Central Asia,,2018,30.32117947,34684.50279,,
Europe & Central Asia,,2019,29.20382208,35200.21133,,
Europe & Central Asia,,2020,,33278.39844,,
Europe & Central Asia (excluding high income),,1975,4.049280384,,,
Europe & Central Asia (excluding high income),,1976,4.416688444,,,
Europe & Central Asia (excluding high income),,1977,4.978861086,,,
Europe & Central Asia (excluding high income),,1978,5.371962404,,,
Europe & Central Asia (excluding high income),,1979,5.880273724,,,
Europe & Central Asia (excluding high income),,1980,6.184888666,,,
Europe & Central Asia (excluding high income),,1981,6.806747412,,,
Europe & Central Asia (excluding high income),,1982,7.206333312,,,
Europe & Central Asia (excluding high income),,1983,7.697341543,,,
Europe & Central Asia (excluding high income),,1984,8.181771869,,,
Europe & Central Asia (excluding high income),,1985,8.677075359,,,
Europe & Central Asia (excluding high income),,1986,9.286425396,,,
Europe & Central Asia (excluding high income),,1987,10.02426088,,,
Europe & Central Asia (excluding high income),,1988,10.9049229,,,
Europe & Central Asia (excluding high income),,1989,11.74559387,,,
Europe & Central Asia (excluding high income),,1990,12.58162161,15221.97804,,
Europe & Central Asia (excluding high income),,1991,13.49716762,14284.39179,,
Europe & Central Asia (excluding high income),,1992,14.13582444,12672.38851,,
Europe & Central Asia (excluding high income),,1993,14.92321326,11812.29717,,
Europe & Central Asia (excluding high income),,1994,15.47218514,10466.95753,,
Europe & Central Asia (excluding high income),,1995,16.09076308,10236.85306,,
Europe & Central Asia (excluding high income),,1996,16.98549775,10172.48031,,
Europe & Central Asia (excluding high income),,1997,18.10457841,10360.16254,,
Europe & Central Asia (excluding high income),,1998,18.90503503,10173.22653,,
Europe & Central Asia (excluding high income),,1999,19.85681441,10403.65107,,
Europe & Central Asia (excluding high income),,2000,20.58257394,11227.21615,,
Europe & Central Asia (excluding high income),,2001,21.29980437,11612.8452,,
Europe & Central Asia (excluding high income),,2002,22.08224757,12252.72833,,
Europe & Central Asia (excluding high income),,2003,22.43611382,13079.27973,,
Europe & Central Asia (excluding high income),,2004,23.67062772,14181.11013,,
Europe & Central Asia (excluding high income),,2005,23.81612212,15151.1991,,
Europe & Central Asia (excluding high income),,2006,25.35583447,16362.44096,,
Europe & Central Asia (excluding high income),,2007,25.5574814,17608.62007,,
Europe & Central Asia (excluding high income),,2008,25.6557939,18358.31931,,
Europe & Central Asia (excluding high income),,2009,25.45106214,17152.1063,,
Europe & Central Asia (excluding high income),,2010,25.30304923,17885.91587,,
Europe & Central Asia (excluding high income),,2011,24.99993746,18814.30547,,
Europe & Central Asia (excluding high income),,2012,23.9229262,19393.85657,,
Europe & Central Asia (excluding high income),,2013,23.19304647,19988.81594,,
Europe & Central Asia (excluding high income),,2014,22.0338603,20232.54204,,
Europe & Central Asia (excluding high income),,2015,20.46963408,20197.04798,,
Europe & Central Asia (excluding high income),,2016,19.2087008,20413.63167,,
Europe & Central Asia (excluding high income),,2017,18.55547621,21100.9306,,
Europe & Central Asia (excluding high income),,2018,17.93839227,21673.72681,,
Europe & Central Asia (excluding high income),,2019,16.58432621,22085.86371,,
Europe & Central Asia (excluding high income),,2020,,21613.6564,,
Europe & Central Asia (IDA & IBRD),,1975,4.062837949,,,
Europe & Central Asia (IDA & IBRD),,1976,4.445112401,,,
Europe & Central Asia (IDA & IBRD),,1977,4.976241485,,,
Europe & Central Asia (IDA & IBRD),,1978,5.356278142,,,
Europe & Central Asia (IDA & IBRD),,1979,5.838314288,,,
Europe & Central Asia (IDA & IBRD),,1980,6.137591879,,,
Europe & Central Asia (IDA & IBRD),,1981,6.717663292,,,
Europe & Central Asia (IDA & IBRD),,1982,7.103610948,,,
Europe & Central Asia (IDA & IBRD),,1983,7.580022589,,,
Europe & Central Asia (IDA & IBRD),,1984,8.051698331,,,
Europe & Central Asia (IDA & IBRD),,1985,8.534924218,,,
Europe & Central Asia (IDA & IBRD),,1986,9.120611148,,,
Europe & Central Asia (IDA & IBRD),,1987,9.824947481,,,
Europe & Central Asia (IDA & IBRD),,1988,10.66624695,,,
Europe & Central Asia (IDA & IBRD),,1989,11.47165583,,,
Europe & Central Asia (IDA & IBRD),,1990,12.2771128,14915.8606,,
Europe & Central Asia (IDA & IBRD),,1991,13.1786133,13988.92116,,
Europe & Central Asia (IDA & IBRD),,1992,13.85730804,12545.03363,,
Europe & Central Asia (IDA & IBRD),,1993,14.69317417,11794.95533,,
Europe & Central Asia (IDA & IBRD),,1994,15.36627187,10618.9841,,
Europe & Central Asia (IDA & IBRD),,1995,16.11064357,10484.81796,,
Europe & Central Asia (IDA & IBRD),,1996,17.12747662,10504.89751,,
Europe & Central Asia (IDA & IBRD),,1997,18.38661366,10759.98955,,
Europe & Central Asia (IDA & IBRD),,1998,19.42948709,10653.36994,,
Europe & Central Asia (IDA & IBRD),,1999,20.62443995,10920.67151,,
Europe & Central Asia (IDA & IBRD),,2000,21.48019491,11741.91459,,
Europe & Central Asia (IDA & IBRD),,2001,22.24792005,12118.47881,,
Europe & Central Asia (IDA & IBRD),,2002,23.07246172,12736.90051,,
Europe & Central Asia (IDA & IBRD),,2003,23.50492255,13546.30399,,
Europe & Central Asia (IDA & IBRD),,2004,24.66058137,14625.84398,,
Europe & Central Asia (IDA & IBRD),,2005,24.62264192,15567.04837,,
Europe & Central Asia (IDA & IBRD),,2006,25.92771039,16773.89204,,
Europe & Central Asia (IDA & IBRD),,2007,25.88000227,18035.5938,,
Europe & Central Asia (IDA & IBRD),,2008,25.74063539,18794.93042,,
Europe & Central Asia (IDA & IBRD),,2009,25.3351812,17739.17422,,
Europe & Central Asia (IDA & IBRD),,2010,25.01940592,18476.07388,,
Europe & Central Asia (IDA & IBRD),,2011,24.56163523,19410.09509,,
Europe & Central Asia (IDA & IBRD),,2012,23.36838597,19954.94198,,
Europe & Central Asia (IDA & IBRD),,2013,23.21170194,20515.43374,,
Europe & Central Asia (IDA & IBRD),,2014,22.47253829,20808.26195,,
Europe & Central Asia (IDA & IBRD),,2015,20.88505815,20875.90422,,
Europe & Central Asia (IDA & IBRD),,2016,19.53286272,21151.72021,,
Europe & Central Asia (IDA & IBRD),,2017,18.77329911,21897.21662,,
Europe & Central Asia (IDA & IBRD),,2018,18.02457647,22555.66725,,
Europe & Central Asia (IDA & IBRD),,2019,16.85130566,23053.85352,,
Europe & Central Asia (IDA & IBRD),,2020,,22528.04822,,
European Union,,1960,5.376395424,,,
European Union,,1961,5.379675287,,,
European Union,,1962,5.378231586,,,
European Union,,1963,5.3773749,,,
European Union,,1964,5.377262754,,,
European Union,,1965,7.171025966,,,
European Union,,1966,7.175740027,,,
European Union,,1967,7.175807266,,,
European Union,,1968,7.175742728,,,
European Union,,1969,7.175017341,,,
European Union,,1970,10.13118885,,,
European Union,,1971,10.13301861,,,
European Union,,1972,10.12641759,,,
European Union,,1973,10.1184471,,,
European Union,,1974,10.10962118,,,
European Union,,1975,14.64774355,,,
European Union,,1976,15.9207145,,,
European Union,,1977,17.35858214,,,
European Union,,1978,18.88707328,,,
European Union,,1979,19.95601474,,,
European Union,,1980,21.46687342,,,
European Union,,1981,22.84883557,,,
European Union,,1982,24.02372402,,,
European Union,,1983,25.200202,,,
European Union,,1984,26.34920488,,,
European Union,,1985,27.3623648,,,
European Union,,1986,28.48785332,,,
European Union,,1987,29.55567793,,,
European Union,,1988,30.77975851,,,
European Union,,1989,32.1811867,,,
European Union,,1990,33.96558113,28502.17508,,
European Union,,1991,35.36244157,28817.81819,,
European Union,,1992,36.78525433,29019.01542,,
European Union,,1993,38.01377351,28778.66081,,
European Union,,1994,39.41871242,29473.75273,,
European Union,,1995,41.15254274,30240.83354,,
European Union,,1996,42.6646275,30801.36382,,
European Union,,1997,44.22986315,31546.32145,,
European Union,,1998,45.6992725,32440.7637,,
European Union,,1999,46.81692866,33313.01143,,
European Union,,2000,48.02432348,34573.79672,,
European Union,,2001,48.27649644,35309.06496,,
European Union,,2002,48.38192465,35673.06287,,
European Union,,2003,48.06424269,35933.64156,,
European Union,,2004,47.71308472,36789.13389,,
European Union,,2005,47.27099441,37422.08817,,
European Union,,2006,47.17599483,38665.9774,,
European Union,,2007,45.37764989,39820.74218,,
European Union,,2008,44.32160456,40039.10587,,
European Union,,2009,46.14264221,38235.21473,,
European Union,,2010,45.27476528,38976.73907,,
European Union,,2011,44.24410511,39755.01355,,
European Union,,2012,43.02066482,39409.09415,,
European Union,,2013,42.541724,39313.6541,,
European Union,,2014,41.98051989,39864.99135,,
European Union,,2015,41.05296353,40730.98656,,
European Union,,2016,40.48028979,41495.98223,,
European Union,,2017,39.72181748,42656.11762,,
European Union,,2018,38.37651595,43555.48671,,
European Union,,2019,37.21461036,44275.57164,,
European Union,,2020,,41504.15915,,
Faeroe Islands,FRO,1900,,,14773,
Faeroe Islands,FRO,1910,,,18467,
Faeroe Islands,FRO,1920,,,21105,
Faeroe Islands,FRO,1930,,,24120,
Faeroe Islands,FRO,1940,,,27566,
Faeroe Islands,FRO,1950,,,31502,
Faeroe Islands,FRO,1951,,,31539,
Faeroe Islands,FRO,1952,,,31669,
Faeroe Islands,FRO,1953,,,31867,
Faeroe Islands,FRO,1954,,,32144,
Faeroe Islands,FRO,1955,,,32478,
Faeroe Islands,FRO,1956,,,32860,
Faeroe Islands,FRO,1957,,,33268,
Faeroe Islands,FRO,1958,,,33706,
Faeroe Islands,FRO,1959,,,34161,
Faeroe Islands,FRO,1960,9.26765853,,34624,
Faeroe Islands,FRO,1961,9.26766,,35074,
Faeroe Islands,FRO,1962,9.26766,,35521,
Faeroe Islands,FRO,1963,9.26766,,35965,
Faeroe Islands,FRO,1964,9.26766,,36409,
Faeroe Islands,FRO,1965,12.93185334,,36843,
Faeroe Islands,FRO,1966,12.9319,,37283,
Faeroe Islands,FRO,1967,12.9319,,37705,
Faeroe Islands,FRO,1968,12.9319,,38131,
Faeroe Islands,FRO,1969,12.9319,,38560,
Faeroe Islands,FRO,1970,17.7138609,,39008,
Faeroe Islands,FRO,1971,17.7139,,39456,
Faeroe Islands,FRO,1972,17.7139,,39915,
Faeroe Islands,FRO,1973,17.7139,,40395,
Faeroe Islands,FRO,1974,17.7139,,40847,
Faeroe Islands,FRO,1975,25.49456403,,41292,
Faeroe Islands,FRO,1976,27.32371411,,41724,
Faeroe Islands,FRO,1977,28.69653961,,42133,
Faeroe Islands,FRO,1978,29.87681602,,42539,
Faeroe Islands,FRO,1979,30.92742687,,42941,
Faeroe Islands,FRO,1980,31.79961696,,43339,
Faeroe Islands,FRO,1981,33.47970269,,43725,
Faeroe Islands,FRO,1982,35.17955926,,44101,
Faeroe Islands,FRO,1983,35.78717857,,44483,
Faeroe Islands,FRO,1984,37.95861086,,44895,
Faeroe Islands,FRO,1985,38.98742555,,45328,
Faeroe Islands,FRO,1986,39.96464272,,45812,
Faeroe Islands,FRO,1987,41.94481003,,46340,
Faeroe Islands,FRO,1988,44.4501388,,46833,
Faeroe Islands,FRO,1989,46.7561379,,47159,
Faeroe Islands,FRO,1990,48.28235394,,47276,
Faeroe Islands,FRO,1991,50.33106961,,47123,
Faeroe Islands,FRO,1992,50.79483943,,46746,
Faeroe Islands,FRO,1993,50.26585397,,46277,
Faeroe Islands,FRO,1994,49.36540475,,45848,
Faeroe Islands,FRO,1995,48.75835616,,45625,
Faeroe Islands,FRO,1996,50.10632467,,45624,
Faeroe Islands,FRO,1997,51.4389903,,45789,
Faeroe Islands,FRO,1998,52.13467546,,46094,
Faeroe Islands,FRO,1999,53.5166681,,46428,
Faeroe Islands,FRO,2000,53.39039264,,46738,
Faeroe Islands,FRO,2001,49.27123008,,46999,
Faeroe Islands,FRO,2002,51.67573519,,47235,
Faeroe Islands,FRO,2003,51.21437005,,47439,
Faeroe Islands,FRO,2004,50.33193277,,47600,
Faeroe Islands,FRO,2005,49.92037216,,47731,
Faeroe Islands,FRO,2006,48.21518246,,47793,
Faeroe Islands,FRO,2007,46.96079456,,47825,
Faeroe Islands,FRO,2008,45.6336261,,47822,
Faeroe Islands,FRO,2009,43.7667336,,47814,
Faeroe Islands,FRO,2010,42.19475467,,47803,
Faeroe Islands,FRO,2011,40.90291282,,47815,
Faeroe Islands,FRO,2012,39.05482516,,47843,
Faeroe Islands,FRO,2013,45.0534536,,47901,
Faeroe Islands,FRO,2014,43.78440367,,47965,
Faeroe Islands,FRO,2015,41.79517596,,48055,Europe
Faeroe Islands,FRO,2016,39.60309717,,48173,
Faeroe Islands,FRO,2017,37.28662763,,48326,
Faeroe Islands,FRO,2018,35.44136751,,48497,
Faeroe Islands,FRO,2019,,,48677,
Faeroe Islands,FRO,2020,,,48865,
Faeroe Islands,FRO,2021,,,49053,
Falkland Islands,FLK,1900,,,2168,
Falkland Islands,FLK,1910,,,2242,
Falkland Islands,FLK,1920,,,2247,
Falkland Islands,FLK,1930,,,2251,
Falkland Islands,FLK,1940,,,2256,
Falkland Islands,FLK,1950,,,2254,
Falkland Islands,FLK,1951,,,2245,
Falkland Islands,FLK,1952,,,2231,
Falkland Islands,FLK,1953,,,2217,
Falkland Islands,FLK,1954,,,2212,
Falkland Islands,FLK,1955,,,2203,
Falkland Islands,FLK,1956,,,2189,
Falkland Islands,FLK,1957,,,2175,
Falkland Islands,FLK,1958,,,2169,
Falkland Islands,FLK,1959,,,2157,
Falkland Islands,FLK,1960,,,2144,
Falkland Islands,FLK,1961,,,2131,
Falkland Islands,FLK,1962,,,2119,
Falkland Islands,FLK,1963,,,2103,
Falkland Islands,FLK,1964,,,2086,
Falkland Islands,FLK,1965,,,2074,
Falkland Islands,FLK,1966,,,2055,
Falkland Islands,FLK,1967,,,2035,
Falkland Islands,FLK,1968,,,2025,
Falkland Islands,FLK,1969,,,1997,
Falkland Islands,FLK,1970,,,1989,
Falkland Islands,FLK,1971,,,1964,
Falkland Islands,FLK,1972,,,1941,
Falkland Islands,FLK,1973,,,1931,
Falkland Islands,FLK,1974,,,1912,
Falkland Islands,FLK,1975,,,1909,
Falkland Islands,FLK,1976,,,1898,
Falkland Islands,FLK,1977,,,1877,
Falkland Islands,FLK,1978,,,1865,
Falkland Islands,FLK,1979,,,1861,
Falkland Islands,FLK,1980,,,1853,
Falkland Islands,FLK,1981,,,1850,
Falkland Islands,FLK,1982,,,1845,
Falkland Islands,FLK,1983,,,1838,
Falkland Islands,FLK,1984,,,1833,
Falkland Islands,FLK,1985,,,1841,
Falkland Islands,FLK,1986,,,1853,
Falkland Islands,FLK,1987,,,1866,
Falkland Islands,FLK,1988,,,1885,
Falkland Islands,FLK,1989,,,1925,
Falkland Islands,FLK,1990,,,1980,
Falkland Islands,FLK,1991,,,2061,
Falkland Islands,FLK,1992,,,2169,
Falkland Islands,FLK,1993,,,2269,
Falkland Islands,FLK,1994,,,2384,
Falkland Islands,FLK,1995,,,2501,
Falkland Islands,FLK,1996,,,2593,
Falkland Islands,FLK,1997,,,2688,
Falkland Islands,FLK,1998,,,2769,
Falkland Islands,FLK,1999,,,2831,
Falkland Islands,FLK,2000,,,2893,
Falkland Islands,FLK,2001,,,2927,
Falkland Islands,FLK,2002,,,2944,
Falkland Islands,FLK,2003,,,2950,
Falkland Islands,FLK,2004,,,2950,
Falkland Islands,FLK,2005,,,2950,
Falkland Islands,FLK,2006,,,2940,
Falkland Islands,FLK,2007,,,2928,
Falkland Islands,FLK,2008,,,2932,
Falkland Islands,FLK,2009,,,2921,
Falkland Islands,FLK,2010,,,2902,
Falkland Islands,FLK,2011,,,2863,
Falkland Islands,FLK,2012,,,2823,
Falkland Islands,FLK,2013,,,2793,
Falkland Islands,FLK,2014,,,2787,
Falkland Islands,FLK,2015,,,2836,South America
Falkland Islands,FLK,2016,,,2926,
Falkland Islands,FLK,2017,,,3074,
Falkland Islands,FLK,2018,,,3236,
Falkland Islands,FLK,2019,,,3372,
Falkland Islands,FLK,2020,,,3483,
Falkland Islands,FLK,2021,,,3528,
Fiji,FJI,1900,,,120500,
Fiji,FJI,1901,,,121576,
Fiji,FJI,1902,,,123060,
Fiji,FJI,1903,,,124958,
Fiji,FJI,1904,,,126884,
Fiji,FJI,1905,,,128841,
Fiji,FJI,1906,,,130827,
